"Age","AttendedBootcamp","BootcampFinish","BootcampLoanYesNo","BootcampName","BootcampRecommend","ChildrenNumber","CityPopulation","CodeEventConferences","CodeEventDjangoGirls","CodeEventFCC","CodeEventGameJam","CodeEventGirlDev","CodeEventHackathons","CodeEventMeetup","CodeEventNodeSchool","CodeEventNone","CodeEventOther","CodeEventRailsBridge","CodeEventRailsGirls","CodeEventStartUpWknd","CodeEventWkdBootcamps","CodeEventWomenCode","CodeEventWorkshops","CommuteTime","CountryCitizen","CountryLive","EmploymentField","EmploymentFieldOther","EmploymentStatus","EmploymentStatusOther","ExpectedEarning","FinanciallySupporting","FirstDevJob","Gender","GenderOther","HasChildren","HasDebt","HasFinancialDependents","HasHighSpdInternet","HasHomeMortgage","HasServedInMilitary","HasStudentDebt","HomeMortgageOwe","HoursLearning","ID.x","ID.y","Income","IsEthnicMinority","IsReceiveDisabilitiesBenefits","IsSoftwareDev","IsUnderEmployed","JobApplyWhen","JobInterestBackEnd","JobInterestDataEngr","JobInterestDataSci","JobInterestDevOps","JobInterestFrontEnd","JobInterestFullStack","JobInterestGameDev","JobInterestInfoSec","JobInterestMobile","JobInterestOther","JobInterestProjMngr","JobInterestQAEngr","JobInterestUX","JobPref","JobRelocateYesNo","JobRoleInterest","JobWherePref","LanguageAtHome","MaritalStatus","MoneyForLearning","MonthsProgramming","NetworkID","Part1EndTime","Part1StartTime","Part2EndTime","Part2StartTime","PodcastChangeLog","PodcastCodeNewbie","PodcastCodePen","PodcastDevTea","PodcastDotNET","PodcastGiantRobots","PodcastJSAir","PodcastJSJabber","PodcastNone","PodcastOther","PodcastProgThrowdown","PodcastRubyRogues","PodcastSEDaily","PodcastSERadio","PodcastShopTalk","PodcastTalkPython","PodcastTheWebAhead","ResourceCodecademy","ResourceCodeWars","ResourceCoursera","ResourceCSS","ResourceEdX","ResourceEgghead","ResourceFCC","ResourceHackerRank","ResourceKA","ResourceLynda","ResourceMDN","ResourceOdinProj","ResourceOther","ResourcePluralSight","ResourceSkillcrush","ResourceSO","ResourceTreehouse","ResourceUdacity","ResourceUdemy","ResourceW3S","SchoolDegree","SchoolMajor","StudentDebtOwe","YouTubeCodeCourse","YouTubeCodingTrain","YouTubeCodingTut360","YouTubeComputerphile","YouTubeDerekBanas","YouTubeDevTips","YouTubeEngineeredTruth","YouTubeFCC","YouTubeFunFunFunction","YouTubeGoogleDev","YouTubeLearnCode","YouTubeLevelUpTuts","YouTubeMIT","YouTubeMozillaHacks","YouTubeOther","YouTubeSimplilearn","YouTubeTheNewBoston"
23,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 to 29 minutes","United States of America","United States of America",NA,"Payment process","Employed for wages",NA,60000,1,NA,"female",NA,0,1,1,1,0,0,1,NA,5,"b8a40c3aab8c8a7bde31ce7aec0d7b9b","1fee582ed7a6e38f9fecbc6b8d17bae3",11000,1,0,0,0,"Within the next 6 months",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"work for a multinational corporation",1,"Information Security","no preference","Somali","single, never married",300,3,"bd1c505d12",2017-03-09 01:13:06,"2017-03-09 01:08:46","2017-03-09 01:17:05",2017-03-09 01:13:10,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,"some college credit, no degree",NA,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,0,NA,NA,NA,NA,NA,"more than 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 to 29 minutes","Portugal","United Kingdom","software development and IT",NA,"Employed for wages",NA,48600,0,NA,"female",NA,0,0,1,1,NA,0,NA,NA,5,"9d14d7e88d3bb03fa51d49b53b923596","335f504943d112779366ea89ace235cf",46700,0,0,0,1,"I haven't decided",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"work for a startup",1,"Full-Stack Web Developer","in an office with other developers","Portuguese","single, never married",4000,14,"51887f00cd",2017-03-09 01:14:44,"2017-03-09 01:10:27","2017-03-09 01:18:37",2017-03-09 01:14:47,1,1,NA,1,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,1,1,NA,1,1,1,1,1,NA,NA,NA,1,NA,NA,1,NA,1,1,1,NA,1,"master's degree (non-professional)","Electrical and Electronics Engineering",NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,NA,NA,NA,NA,NA
27,0,NA,NA,NA,NA,NA,"more than 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America","United States of America",NA,NA,"Not working and not looking for work",NA,55000,NA,NA,"female",NA,NA,1,0,1,1,0,0,270000,20,"91813cce526881319ab739b83e45565a","1784676c116c0e3339de0878bd7b3113",NA,1,0,0,NA,"Within 7 to 12 months",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"work for a medium-sized company",0,"Back-End Web Developer","in an office with other developers","English","married or domestic partnership",200,2,"7fd325bde9",2017-03-09 01:18:19,"2017-03-09 01:14:59","2017-03-09 01:19:59",2017-03-09 01:18:21,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Immutable",1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"bachelor's degree","Civil Engineering",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA
26,1,1,0,"HackerYou",1,NA,"more than 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 to 29 minutes","Canada","Canada","software development and IT",NA,"Employed for wages",NA,NA,NA,1,"male",NA,NA,0,0,1,NA,0,NA,NA,10,"eda0f274a8672ea589f041b45723e9ee","e13e6d5c44d66aad00b05c605a706b2c",40000,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"English","single, never married",10000,6,"4106e1f231",2017-03-09 01:21:04,"2017-03-09 01:17:32","2017-03-09 01:22:24",2017-03-09 01:21:08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,1,1,"master's degree (non-professional)","Education",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
29,0,NA,NA,NA,NA,NA,"more than 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I work from home","Romania","Romania",NA,"design","Self-employed business owner",NA,NA,NA,1,"male",NA,NA,1,0,1,0,0,0,NA,10,"3dec6e3d990c84b50135cf127a1a6d1a","162df033c80c2415b6b35df25acd82db",20000,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Romanian","married or domestic partnership",500,12,"7425ba850e",2017-03-09 01:23:32,"2017-03-09 01:20:43","2017-03-09 01:26:14",2017-03-09 01:23:35,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,"some college credit, no degree",NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1,1,0,"Epicodus",1,NA,"between 100,000 and 1 million",1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,"15 to 29 minutes","United States of America","United States of America","software development and IT",NA,"Employed for wages",NA,NA,NA,1,"female",NA,NA,1,0,1,0,0,1,NA,5,"033fdf9ef3c56f5ae9366229d94a7a74","f5ee5619c59fedd3821395cb92f9a2f5",18000,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"English","divorced",5000,12,"b8ae2638d7",2017-03-09 01:24:33,"2017-03-09 01:22:27","2017-03-09 01:26:12",2017-03-09 01:24:36,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,"master's degree (non-professional)","Women's Studies",20000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,0,NA,NA,NA,NA,NA,"more than 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Bangladesh","Malaysia",NA,NA,NA,"Student",NA,NA,NA,"male",NA,NA,0,0,0,NA,0,NA,NA,7,"da5ddc1ec425b538c7c7035e2bf8a8e8","a13231cfa5d9d93ff7145c7ae9bf5751",NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"start your own business",NA,NA,NA,"Bengali","single, never married",4,0,"4ceadee040",2017-03-09 01:25:06,"2017-03-09 01:19:45","2017-03-09 01:28:01",2017-03-09 01:25:14,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Learn to code with me podcast",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,"Sololearn and enki",NA,1,NA,NA,1,NA,1,"high school diploma or equivalent (GED)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1
19,0,NA,NA,NA,NA,NA,"more than 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 to 29 minutes","United States of America","United States of America","sales",NA,"Employed for wages",NA,47000,NA,NA,"male",NA,NA,0,0,1,NA,0,NA,NA,10,"3521cc135659263989a4394e9615b294","30a4cac5c2a4950560b8e5459cca0746",12000,0,0,0,1,"more than 12 months from now",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"work for a startup",1,"Full-Stack Web Developer","in an office with other developers","English","single, never married",29,12,"12972adbc7",2017-03-09 01:26:40,"2017-03-09 01:24:03","2017-03-09 01:28:21",2017-03-09 01:26:44,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,"some college credit, no degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA
27,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 to 29 minutes","Serbia","Italy","sales",NA,"Employed for wages",NA,25000,NA,NA,"male",NA,NA,0,0,1,NA,0,NA,NA,10,"29a577c259b10f9d25698c431ecb561c","a84b41f0dc3c9c566170ec8a0ef89801",14000,1,0,0,0,"Within the next 6 months",NA,NA,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,"work for a startup",1,"  Front-End Web Developer,   Data Scientist, Full-Stack Web Developer,   Mobile Developer","in an office with other developers","Serbo-Croatian","single, never married",300,NA,"8bc4bac8f2",2017-03-09 01:27:05,"2017-03-09 01:22:53","2017-03-09 01:30:27",2017-03-09 01:27:11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,1,NA,1,"high school diploma or equivalent (GED)",NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
29,0,NA,NA,NA,NA,NA,"more than 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45 to 60 minutes","United States of America","United States of America","office and administrative support",NA,"Employed for wages",NA,35000,NA,NA,"male",NA,NA,1,0,1,0,0,1,NA,6,"5c1693dd67d9098e1a982bd701785b7c","49fced9d4e1206baf136b51d09502f18",41000,1,0,0,1,"Within 7 to 12 months",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"work for a startup",1,"Back-End Web Developer, Full-Stack Web Developer","in an office with other developers","Korean","single, never married",200,3,"8d43f4753c",2017-03-09 01:28:56,"2017-03-09 01:22:02","2017-03-09 01:32:24",2017-03-09 01:29:04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,"some college credit, no degree",NA,30000,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,0,NA,NA,NA,NA,NA,"more than 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 to 29 minutes","United States of America","United States of America","education",NA,"Employed for wages",NA,65000,NA,NA,"male",NA,NA,0,0,1,NA,0,NA,NA,12,"b8f8bf53584f741aaf0ec75b64ea9258","c482f180a233c2fd0918dc3b1cd3e925",40000,1,0,0,0,"Within the next 6 months",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"work for a startup",NA,"  Front-End Web Developer","from home","English","single, never married",0,1,"6485440344",2017-03-09 01:29:45,"2017-03-09 01:27:20","2017-03-09 01:31:56",2017-03-09 01:29:49,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,1,"bachelor's degree","Music Theory and Composition",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America","United States of America",NA,NA,"Not working and not looking for work",NA,120000,NA,NA,"male",NA,NA,0,0,1,NA,0,NA,NA,15,"074bcb82199b1d829064bd6679fc20a1","0936b9855b3406f57a10f73e10d340cb",NA,0,1,0,NA,"more than 12 months from now",NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"work for a medium-sized company",0,"  Data Scientist, Information Security, Data Engineer","no preference","English","married or domestic partnership",600,6,"9864d636a9",2017-03-09 01:31:08,"2017-03-09 01:28:03","2017-03-09 01:33:02",2017-03-09 01:31:12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Data camp",NA,NA,1,NA,1,1,NA,"bachelor's degree","Mathematics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 to 29 minutes","United States of America","United States of America","food and beverage",NA,"Employed for wages",NA,60000,NA,NA,"male",NA,NA,0,0,1,NA,0,NA,NA,40,"13c2c049ae8fff2469235de8b355a7e2","bc142044e391015addec48be3424dadf",NA,1,0,0,0,"Within 7 to 12 months",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,"work for a medium-sized company",NA,"Full-Stack Web Developer,   Quality Assurance Engineer","from home","English","single, never married",500,6,"3517a39901",2017-03-09 01:32:05,"2017-03-09 01:28:00","2017-03-09 01:35:14",2017-03-09 01:32:09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"associate's degree","Business Administration",NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,"30 to 44 minutes","United States of America","United States of America","software development and IT",NA,"Employed for wages",NA,NA,NA,NA,"female",NA,NA,0,0,1,NA,0,NA,NA,NA,"ab5607cefb5e0b6a681576fafc76c531","d71161b82c9506fabc8ee98978cd9e20",60000,0,0,0,0,"more than 12 months from now",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"work for a medium-sized company",NA,"Back-End Web Developer, Full-Stack Web Developer","in an office with other developers","English","single, never married",NA,NA,"55729ad619",2017-03-09 01:33:32,"2017-03-09 01:30:44","2017-03-09 01:35:23",2017-03-09 01:33:35,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,NA,NA,"bachelor's degree","Organizational Behavior Studies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I work from home","United States of America","United States of America","arts, entertainment, sports, or media",NA,"Self-employed freelancer",NA,85000,NA,NA,"female",NA,NA,0,0,1,NA,0,NA,NA,5,"b0fd7f821c21f7c24be56ba93ae649f4","6dfe243f92aba21d4834694a7197a593",10000,1,0,0,1,"I haven't decided",1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"work for a medium-sized company",1,"Back-End Web Developer, Full-Stack Web Developer,   Front-End Web Developer,   Data Scientist","in an office with other developers","English","single, never married",0,25,"94c0c77411",2017-03-09 01:41:31,"2017-03-09 01:39:30","2017-03-09 01:43:18",2017-03-09 01:41:34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,"bachelor's degree","Psychology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,0,NA,NA,NA,NA,NA,"more than 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Egypt",NA,NA,NA,"Doing an unpaid internship",NA,NA,NA,1,"male",NA,NA,0,0,1,NA,0,NA,NA,56,"eb94230dd33ddd7670e874ab0849c4c2","171fa65a08675db393ff9df264d9ef5e",NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arabic","single, never married",8000,6,"0857de8fc9",2017-03-09 01:51:22,"2017-03-09 01:45:45","2017-03-09 01:55:12",2017-03-09 01:51:28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,1,NA,NA,1,1,NA,NA,1,NA,1,NA,NA,1,1,"bachelor's degree","Computer and Information Systems Security",NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,1
37,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I work from home","United States of America","United States of America","arts, entertainment, sports, or media",NA,"Employed for wages",NA,90000,NA,NA,"male",NA,NA,0,0,1,NA,0,NA,NA,NA,"9930a340f250f63228eabab9344775b6","14eff8cf0a0181aaae8f745b5abd0fbb",60000,0,0,0,0,"I haven't decided",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,"work for a medium-sized company",NA,"  Mobile Developer,   Product Manager","from home","English","divorced",NA,NA,"f617db6b49",2017-03-09 02:06:19,"2017-03-09 02:03:40","2017-03-09 02:08:20",2017-03-09 02:06:24,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ray Wenderlich!!!",NA,NA,NA,1,NA,NA,NA,"bachelor's degree","Business Administration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,0,NA,NA,NA,NA,NA,"less than 100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America","United States of America",NA,NA,"Not working and not looking for work",NA,NA,NA,NA,"male",NA,NA,0,0,1,NA,0,NA,NA,30,"10ac4dfe01e6089737ba83891eb7f6f6","1eeb5660bc70985dad42016860018484",NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"freelance ",NA,NA,NA,"English","single, never married",100,12,"caa3868bcb",2017-03-09 02:17:10,"2017-03-09 01:46:28","2017-03-09 02:19:07",2017-03-09 02:17:17,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,1,NA,1,NA,1,NA,NA,1,"Kadenze and SoloLearn",NA,NA,NA,NA,NA,NA,1,"some college credit, no degree",NA,NA,NA,1,1,1,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1
26,0,NA,NA,NA,NA,NA,"between 100,000 and 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I work from home","Brazil","Brazil","software development and IT",NA,"Self-employed business owner",NA,NA,NA,NA,"male",NA,NA,1,0,1,0,0,0,NA,30,"38db3530b584194219ab8e54b5c9f618","8dc87e450aea05589dc5761f5e91efaf",17000,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"start your own business",NA,NA,NA,"Portuguese","single, never married",200,18,"686ba2c25e",2017-03-09 02:21:23,"2017-03-09 02:17:10","2017-03-09 02:26:32",2017-03-09 02:21:31,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,1,NA,1,NA,NA,1,NA,1,1,NA,1,1,"some high school",NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
30,0,NA,NA,NA,NA,NA,"less than 100,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America","United States of America",NA,NA,"Not working but looking for work",NA,60000,NA,NA,"male",NA,NA,1,0,0,0,0,0,NA,40,"5263a7ffafac0905bf47b45a043aa365","dffb084f1257b38951132182d51d2db1",NA,1,0,0,NA,"I'm already applying",1,NA,1,NA,1,1,NA,1,1,NA,NA,NA,NA,"work for a multinational corporation",1,"  Front-End Web Developer, Back-End Web Developer, Full-Stack Web Developer,   Mobile Developer,   Data Scientist, Information Security","in an office with other developers","English","single, never married",200,8,"2f178e90c0",2017-03-09 02:24:04,"2017-03-09 02:17:26","2017-03-09 02:25:53",2017-03-09 02:24:10,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,1,NA,1,1,1,NA,NA,1,NA,1,1,NA,1,1,"some college credit, no degree",NA,NA,1,NA,1,NA,NA,1,1,1,1,1,1,1,1,NA,"Stephen Mayeux",NA,1
18,0,NA,NA,NA,NA,NA,"less than 100,000",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"Argentina","Argentina",NA,NA,"Not working but looking for work",NA,40000,NA,NA,"male",NA,NA,0,0,1,NA,0,NA,NA,4,"3bf9efe95ca440934ee4ba6699a1016a","709db77290f4072c1346e5f3dd699c24",NA,0,0,0,NA,"I haven't decided",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"work for a medium-sized company",1,"  Front-End Web Developer","no preference","Spanish","single, never married",0,32,"2e24cf86b4",2017-03-09 02:25:44,"2017-03-09 02:21:48","2017-03-09 02:32:29",2017-03-09 02:25:49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,"bachelor's degree","Computer Science",NA,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,0,NA,NA,NA,NA,NA,"more than 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Less than 15 minutes","United States of America","United States of America","arts, entertainment, sports, or media",NA,"Employed for wages",NA,65000,NA,NA,"male",NA,NA,1,0,0,0,0,1,NA,10,"b031c6681548d8a38e6e0e16ce99db96","001448b27429c13073f8e41b844b3f66",35000,1,0,0,1,"more than 12 months from now",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"work for a multinational corporation",0,"Full-Stack Web Developer","no preference","English","single, never married",100,2,"047e85206e",2017-03-09 02:26:42,"2017-03-09 02:19:19","2017-03-09 02:30:43",2017-03-09 02:26:49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,"some college credit, no degree",NA,70000,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
19,0,NA,NA,NA,NA,NA,"more than 1 million",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Venezuela","Venezuela",NA,NA,"Not working but looking for work",NA,24000,NA,NA,"male",NA,NA,0,0,0,NA,0,NA,NA,25,"1b06a5d3312f170bb197b93ce29ca7d4","8bc2ca5b62ecf1fea435c880efa97c2f",NA,0,0,0,NA,"Within 7 to 12 months",1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"work for a medium-sized company",1,"Back-End Web Developer,   Front-End Web Developer, Full-Stack Web Developer","in an office with other developers","Spanish","single, never married",0,5,"4c08a3802b",2017-03-09 02:27:02,"2017-03-09 02:24:02","2017-03-09 02:28:34",2017-03-09 02:27:09,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,1,NA,1,NA,1,NA,1,1,1,"some college credit, no degree",NA,NA,NA,NA,NA,1,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA
22,0,NA,NA,NA,NA,NA,"more than 1 million",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I work from home","Colombia","Colombia","software development and IT",NA,"Employed for wages",NA,NA,0,1,"male",NA,0,1,1,1,0,0,1,NA,16,"f9f2e4f8e266066d0ffb40d4bbb328a4","3cad052e4c4e58260b36640dd9e2b354",15000,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spanish","single, never married",3000,24,"9d70b50075",2017-03-09 02:27:24,"2017-03-09 01:59:22","2017-03-09 02:30:53",2017-03-09 02:27:29,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,"some college credit, no degree",NA,1500,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA
